0.000 4496.000 4384.000 4240.000 4352.000 4352.000 3840.000 4000.000 4416.000 4128.000 4000.000 4320.000 3968.000 4240.000 4256.000 3904.000 4592.000 4272.000 3648.000 4352.000 4416.000 4432.000 4128.000 4224.000 4240.000 3968.000 4032.000 4432.000 4384.000 4336.000 4400.000 4320.000
4144.000 0.000 4608.000 4912.000 4464.000 3968.000 4144.000 3952.000 3824.000 4192.000 4016.000 4432.000 3872.000 3792.000 4528.000 4432.000 4096.000 4368.000 3968.000 4320.000 3856.000 4304.000 4368.000 4656.000 4272.000 4000.000 4016.000 4240.000 4640.000 3936.000 4640.000 4112.000
3904.000 4384.000 0.000 4016.000 4400.000 4384.000 4432.000 4096.000 4288.000 4448.000 4096.000 4592.000 4160.000 3872.000 4208.000 4304.000 3872.000 4192.000 4304.000 3984.000 4384.000 4112.000 3952.000 4080.000 4320.000 4720.000 4112.000 4352.000 4192.000 4432.000 4416.000 4064.000
4000.000 3840.000 4256.000 0.000 4080.000 3888.000 3808.000 4736.000 4208.000 4032.000 4224.000 4272.000 3824.000 4352.000 4304.000 4416.000 4160.000 4416.000 4288.000 4512.000 4336.000 4288.000 4400.000 3984.000 4624.000 4224.000 3936.000 4208.000 4208.000 4320.000 4512.000 4416.000
4288.000 4224.000 4304.000 4000.000 0.000 4320.000 4176.000 4128.000 3824.000 4128.000 4496.000 4304.000 4240.000 4608.000 4144.000 3520.000 4080.000 4336.000 4176.000 4208.000 4160.000 4112.000 4416.000 4416.000 4224.000 4032.000 4608.000 4608.000 4032.000 4144.000 4336.000 4480.000
4416.000 3968.000 4288.000 4416.000 4304.000 0.000 4288.000 4048.000 4080.000 3952.000 4000.000 4224.000 4240.000 4176.000 4416.000 4256.000 4224.000 4400.000 4496.000 4560.000 3920.000 4096.000 4464.000 4384.000 3888.000 3984.000 4304.000 4368.000 4336.000 4336.000 4272.000 3968.000
4304.000 3952.000 4080.000 3936.000 4272.000 4272.000 0.000 4384.000 4048.000 4080.000 3888.000 4128.000 4656.000 3872.000 4416.000 4464.000 4208.000 4128.000 4208.000 4336.000 4256.000 4288.000 4544.000 4000.000 4192.000 4400.000 3984.000 4368.000 3904.000 4624.000 4336.000 4544.000
4128.000 4096.000 4096.000 4224.000 3920.000 4272.000 4528.000 0.000 4208.000 4288.000 4416.000 4576.000 4064.000 3936.000 4384.000 3856.000 3696.000 4064.000 4496.000 4176.000 4224.000 4448.000 4400.000 4112.000 4512.000 4160.000 4416.000 4352.000 4176.000 4160.000 4288.000 4400.000
4144.000 4688.000 4496.000 4432.000 4192.000 4128.000 4608.000 4208.000 0.000 4224.000 4272.000 4496.000 4800.000 4144.000 3920.000 4112.000 4032.000 4352.000 4064.000 4112.000 3856.000 3888.000 4368.000 4032.000 4304.000 4320.000 4224.000 4016.000 3952.000 4512.000 4080.000 4096.000
3760.000 4640.000 4208.000 3968.000 4192.000 4528.000 4000.000 3856.000 4544.000 0.000 3968.000 4512.000 4256.000 4464.000 3808.000 4272.000 4432.000 3872.000 4720.000 4608.000 4160.000 4208.000 4128.000 4288.000 4048.000 4528.000 4032.000 4224.000 4048.000 3664.000 4736.000 4400.000
4304.000 4320.000 4160.000 4000.000 4048.000 4304.000 4256.000 4160.000 4080.000 4000.000 0.000 4208.000 3936.000 4352.000 3936.000 4656.000 4208.000 4256.000 4192.000 4256.000 4192.000 4560.000 4096.000 4432.000 4304.000 4288.000 4640.000 4048.000 4560.000 3936.000 4048.000 4336.000
4544.000 4352.000 4176.000 4240.000 4208.000 4144.000 4000.000 4832.000 4160.000 4000.000 4432.000 0.000 4352.000 4080.000 4352.000 3808.000 4560.000 4496.000 4128.000 4528.000 4016.000 4160.000 3824.000 4368.000 3760.000 4288.000 4048.000 4256.000 4512.000 4240.000 3968.000 4240.000
4320.000 4160.000 4752.000 3968.000 4000.000 4416.000 4096.000 4560.000 3840.000 4416.000 4400.000 3936.000 0.000 4672.000 3904.000 3792.000 4048.000 4480.000 4288.000 4256.000 4080.000 3808.000 4272.000 4400.000 4544.000 3840.000 3776.000 4448.000 4336.000 4720.000 4320.000 4224.000
4160.000 4144.000 4128.000 4240.000 4640.000 4480.000 4064.000 4112.000 4464.000 4064.000 4288.000 3936.000 4208.000 0.000 4272.000 4416.000 3808.000 4288.000 4464.000 4064.000 3968.000 4608.000 4704.000 3872.000 4560.000 4400.000 4224.000 4016.000 3968.000 4000.000 4240.000 4272.000
4032.000 4224.000 4544.000 4208.000 4384.000 4128.000 3872.000 4400.000 4416.000 4112.000 4256.000 4432.000 4432.000 4096.000 0.000 3984.000 3776.000 4288.000 4864.000 4240.000 4256.000 4320.000 4544.000 3920.000 4256.000 4192.000 3920.000 4224.000 4128.000 4240.000 4320.000 4064.000
3680.000 4624.000 4624.000 4272.000 3776.000 4480.000 4304.000 4272.000 4256.000 3760.000 4112.000 4304.000 3936.000 4000.000 4000.000 0.000 4112.000 3920.000 4224.000 4256.000 4272.000 4464.000 4048.000 4336.000 4720.000 4400.000 4064.000 3856.000 4144.000 4720.000 4608.000 4528.000
4528.000 4176.000 3824.000 4240.000 4128.000 4048.000 4352.000 4384.000 4240.000 4368.000 4400.000 4608.000 4352.000 3984.000 3824.000 4384.000 0.000 4432.000 4320.000 4032.000 4288.000 4624.000 4160.000 4320.000 3824.000 4144.000 4368.000 4048.000 4480.000 4224.000 3936.000 4032.000
4368.000 4224.000 4048.000 4288.000 4048.000 4144.000 4272.000 4432.000 4176.000 4160.000 3904.000 4640.000 4736.000 4368.000 4512.000 4016.000 3952.000 0.000 4096.000 4304.000 4160.000 4112.000 4128.000 4080.000 4128.000 4304.000 4016.000 4512.000 4288.000 3984.000 4288.000 4384.000
4448.000 3952.000 3904.000 4192.000 4272.000 4432.000 4288.000 4512.000 4000.000 4320.000 4160.000 4336.000 4080.000 4336.000 4544.000 4192.000 4112.000 4432.000 0.000 4336.000 3888.000 4560.000 4176.000 4224.000 4176.000 4336.000 4224.000 4128.000 4368.000 4000.000 4016.000 4128.000
4064.000 4256.000 4592.000 4096.000 4160.000 4208.000 4160.000 4032.000 4144.000 4352.000 4320.000 4112.000 4880.000 4096.000 4592.000 4192.000 4112.000 4752.000 4032.000 0.000 4064.000 4480.000 4192.000 3840.000 4288.000 3984.000 4208.000 4224.000 4112.000 4208.000 4032.000 4288.000
4176.000 4720.000 4448.000 4352.000 3952.000 3824.000 4480.000 4176.000 4368.000 4032.000 4288.000 4464.000 4752.000 4096.000 4080.000 4208.000 3936.000 4272.000 4000.000 3952.000 0.000 4464.000 4304.000 4096.000 4256.000 4160.000 3792.000 4496.000 4384.000 4048.000 4176.000 4320.000
4128.000 4320.000 4384.000 4064.000 3936.000 4384.000 3984.000 4336.000 4512.000 4032.000 4096.000 4368.000 4304.000 3952.000 4288.000 3920.000 4464.000 4016.000 3856.000 4416.000 4528.000 0.000 4192.000 4272.000 4528.000 4256.000 4496.000 3792.000 4432.000 4320.000 4128.000 4368.000
3952.000 4064.000 4224.000 4576.000 4816.000 4624.000 3776.000 4096.000 4192.000 3600.000 4320.000 3712.000 4336.000 4352.000 4272.000 4688.000 4144.000 4464.000 4064.000 4240.000 4144.000 4224.000 0.000 4368.000 4256.000 4512.000 4176.000 4192.000 4016.000 4304.000 4336.000 4032.000
4160.000 4000.000 4336.000 4160.000 4112.000 4048.000 4608.000 4528.000 4240.000 4352.000 4560.000 3696.000 4048.000 3824.000 4400.000 4288.000 4384.000 3744.000 4016.000 4176.000 4288.000 4400.000 4160.000 0.000 3872.000 4848.000 4560.000 4256.000 4176.000 4304.000 4240.000 4288.000
4352.000 4480.000 4048.000 3984.000 3744.000 4512.000 4416.000 4096.000 4368.000 4288.000 4176.000 3888.000 4144.000 4048.000 4144.000 4192.000 4096.000 4320.000 4208.000 4176.000 4336.000 4096.000 4032.000 4208.000 0.000 4336.000 4608.000 4496.000 4272.000 4384.000 4432.000 4192.000
4336.000 4192.000 4208.000 4176.000 4224.000 4448.000 4240.000 4112.000 4256.000 4192.000 3728.000 3936.000 4112.000 4272.000 4672.000 4112.000 4512.000 4272.000 4048.000 4928.000 4048.000 4560.000 3920.000 4432.000 4016.000 0.000 4064.000 4368.000 4336.000 4448.000 3872.000 4032.000
